NO,NAMAUPT,GARDU INDUK,BAY_PENGHANTAR,MERK,TIPE,TGL_OPRS,THN_BUAT,USIA,FASA,MERK BUSHING,TYPE BUSHING,NO SERI,JENIS BUSHING ,LEVEL MINYAK,HASIL THERMOVISI,KONDISI FISIK,Nilai Tadel,HASIL UJI TANDEL,KONDISI CENTER TAP,KETERANGAN,
635,UPT SEMARANG,GI 150KV PURWODADI,TRF#3 150/20kV,PAUWELS TRAFO ASIA,ORF.30/275,31-Okt-2003,2000,22,,,,,,,,,,,,,
636,UPT SEMARANG,GI 150KV PURWODADI,TRF#3 150/20kV,PAUWELS TRAFO ASIA,ORF.30/275,31-Okt-2003,2000,22,,,,,,,,,,,,,
637,UPT SEMARANG,GI 150KV PURWODADI,TRF#4 150/20kV,CG PAUWELS,ORF.60/275,6-Feb-2022,2019,4,,,,,,,,,,,,,
638,UPT SEMARANG,GI 150KV PURWODADI,TRF#4 150/20kV,CG PAUWELS,ORF.60/275,6-Feb-2022,2019,4,,,,,,,,,,,,,
639,UPT SEMARANG,GI 150KV PURWODADI,TRF#4 150/20kV,CG PAUWELS,ORF.60/275,6-Feb-2022,2019,4,,,,,,,,,,,,,
640,UPT SEMARANG,GI 150KV PURWODADI,TRF#1 150/20kV,CG PAUWELS,ORF.60/325,30-Mei-2017,2016,9,,,,,,,,,,,,,
641,UPT SEMARANG,GI 150KV PURWODADI,TRF#1 150/20kV,CG PAUWELS,ORF.60/325,30-Mei-2017,2016,9,,,,,,,,,,,,,
642,UPT SEMARANG,GI 150KV PURWODADI,TRF#1 150/20kV,CG PAUWELS,ORF.60/325,30-Mei-2017,2016,9,,,,,,,,,,,,,
643,UPT SEMARANG,GI 150KV REMBANG,TRF#1 150/20kV,UNINDO,N-RANGE,18-Nov-2007,2007,18,,,,,,,,,,,,,
644,UPT SEMARANG,GI 150KV REMBANG,TRF#1 150/20kV,UNINDO,N-RANGE,18-Nov-2007,2007,18,,,,,,,,,,,,,
645,UPT SEMARANG,GI 150KV REMBANG,TRF#1 150/20kV,UNINDO,N-RANGE,18-Nov-2007,2007,18,,,,,,,,,,,,,
646,UPT SEMARANG,GI 150KV REMBANG,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,21-Nov-2017,2015,8,,,,,,,,,,,,,
647,UPT SEMARANG,GI 150KV REMBANG,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,21-Nov-2017,2015,8,,,,,,,,,,,,,
648,UPT SEMARANG,GI 150KV REMBANG,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,21-Nov-2017,2015,8,,,,,,,,,,,,,
649,UPT SEMARANG,GI 150KV SAYUNG,TRF#3 150/20kV,SIEMENS,TLSN.7852,21-Apr-2005,2004,21,,,,,,,,,,,,,
650,UPT SEMARANG,GI 150KV SAYUNG,TRF#3 150/20kV,SIEMENS,TLSN.7852,21-Apr-2005,2004,21,,,,,,,,,,,,,
651,UPT SEMARANG,GI 150KV SAYUNG,TRF#3 150/20kV,SIEMENS,TLSN.7852,21-Apr-2005,2004,21,,,,,,,,,,,,,
652,UPT SEMARANG,GI 150KV SAYUNG,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,21-Jul-2016,2016,10,,,,,,,,,,,,,
653,UPT SEMARANG,GI 150KV SAYUNG,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,21-Jul-2016,2016,10,,,,,,,,,,,,,
654,UPT SEMARANG,GI 150KV SAYUNG,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,21-Jul-2016,2016,10,,,,,,,,,,,,,
655,UPT SEMARANG,GI 150KV SAYUNG,TRF#1 150/22kV,SCHNEIDER,OIL FILLED WITH CONSERVATOR,2-Feb-2022,2020,4,,,,,,,,,,,,,
656,UPT SEMARANG,GI 150KV SAYUNG,TRF#1 150/22kV,SCHNEIDER,OIL FILLED WITH CONSERVATOR,2-Feb-2022,2020,4,,,,,,,,,,,,,
657,UPT SEMARANG,GI 150KV SAYUNG,TRF#1 150/22kV,SCHNEIDER,OIL FILLED WITH CONSERVATOR,2-Feb-2022,2020,4,,,,,,,,,,,,,
658,UPT SEMARANG,GI 150KV SEMEN GROBOGAN,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,9-Jul-2021,2020,5,R,HSP,STARIP,,RIP,,,,,,,,
659,UPT SEMARANG,GI 150KV SEMEN GROBOGAN,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,9-Jul-2021,2020,5,S,HSP,STARIP,,RIP,,,,,,,,
660,UPT SEMARANG,GI 150KV SEMEN GROBOGAN,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,9-Jul-2021,2020,5,T,HSP,STARIP,,RIP,,,,,,,,
661,UPT SEMARANG,GI 150KV SEMEN INDONESIA,TRF#1 150/22kV,B&D TRANSFORMER,PX-017-COKB,9-Mei-2022,2019,4,,,,,,,,,,,,,
662,UPT SEMARANG,GI 150KV SEMEN INDONESIA,TRF#1 150/22kV,B&D TRANSFORMER,PX-017-COKB,9-Mei-2022,2019,4,,,,,,,,,,,,,
663,UPT SEMARANG,GI 150KV SEMEN INDONESIA,TRF#1 150/22kV,B&D TRANSFORMER,PX-017-COKB,9-Mei-2022,2019,4,,,,,,,,,,,,,
664,UPT SEMARANG,GI 150KV SRONDOL,TRF#2 150/22kV,PAUWELS,ORF.31.5/275,17-Jan-1989,1987,37,,,,,,,,,,,,,
665,UPT SEMARANG,GI 150KV SRONDOL,TRF#2 150/22kV,PAUWELS,ORF.31.5/275,17-Jan-1989,1987,37,,,,,,,,,,,,,
666,UPT SEMARANG,GI 150KV SRONDOL,TRF#2 150/22kV,PAUWELS,ORF.31.5/275,17-Jan-1989,1987,37,,,,,,,,,,,,,
667,UPT SEMARANG,GI 150KV SRONDOL,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,29-Jun-2016,2015,10,,,,,,,,,,,,,
668,UPT SEMARANG,GI 150KV SRONDOL,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,29-Jun-2016,2015,10,,,,,,,,,,,,,
669,UPT SEMARANG,GI 150KV SRONDOL,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,29-Jun-2016,2015,10,,,,,,,,,,,,,
670,UPT SEMARANG,GI 150KV TANJUNG JATI,TRF#1 150/20kV,CG PAUWELS,ORF.60/325,15-Agu-2011,2011,14,,,,,,,,,,,,,
671,UPT SEMARANG,GI 150KV TANJUNG JATI,TRF#1 150/20kV,CG PAUWELS,ORF.60/325,15-Agu-2011,2011,14,,,,,,,,,,,,,
672,UPT SEMARANG,GI 150KV TANJUNG JATI,TRF#1 150/20kV,CG PAUWELS,ORF.60/325,15-Agu-2011,2011,14,,,,,,,,,,,,,
673,UPT SEMARANG,GI 150KV UNGARAN,TRF#2 150/20kV,UNINDO,MPT,20-Okt-2016,2015,9,,,,,,,,,,,,,
674,UPT SEMARANG,GI 150KV UNGARAN,TRF#2 150/20kV,UNINDO,MPT,20-Okt-2016,2015,9,,,,,,,,,,,,,
675,UPT SEMARANG,GI 150KV UNGARAN,TRF#2 150/20kV,UNINDO,MPT,20-Okt-2016,2015,9,,,,,,,,,,,,,
676,UPT SEMARANG,GI 150KV UNGARAN,TRF#3 150/20kV,B&D TRANSFORMER,PX-001-FOHB,6-Jul-2020,2017,6,,,,,,,,,,,,,
677,UPT SEMARANG,GI 150KV UNGARAN,TRF#3 150/20kV,B&D TRANSFORMER,PX-001-FOHB,6-Jul-2020,2017,6,,,,,,,,,,,,,
678,UPT SEMARANG,GI 150KV UNGARAN,TRF#3 150/20kV,B&D TRANSFORMER,PX-001-FOHB,6-Jul-2020,2017,6,,,,,,,,,,,,,
679,UPT SEMARANG,GI 150KV WELERI,TRF#2 150/22kV,UNINDO,MPT,24-Okt-2016,2016,9,,,,,,,,,,,,,
680,UPT SEMARANG,GI 150KV WELERI,TRF#2 150/22kV,UNINDO,MPT,24-Okt-2016,2016,9,,,,,,,,,,,,,
681,UPT SEMARANG,GI 150KV WELERI,TRF#2 150/22kV,UNINDO,MPT,24-Okt-2016,2016,9,,,,,,,,,,,,,
682,UPT SEMARANG,GI 150KV WELERI,TRF#1 150/20kV,CG PAUWELS,ORF.60/325,12-Apr-2017,2016,9,,,,,,,,,,,,,
683,UPT SEMARANG,GI 150KV WELERI,TRF#1 150/20kV,CG PAUWELS,ORF.60/325,12-Apr-2017,2016,9,,,,,,,,,,,,,
684,UPT SEMARANG,GI 150KV WELERI,TRF#1 150/20kV,CG PAUWELS,ORF.60/325,12-Apr-2017,2016,9,,,,,,,,,,,,,
685,UPT SEMARANG,GIS 150KV KALISARI,TRF#2 150/20kV,XIAN,SFZ-60000/150,1-Mei-1996,1995,30,,,,,,,,,,,,,
686,UPT SEMARANG,GIS 150KV KALISARI,TRF#2 150/20kV,XIAN,SFZ-60000/150,1-Mei-1996,1995,30,,,,,,,,,,,,,
687,UPT SEMARANG,GIS 150KV KALISARI,TRF#2 150/20kV,XIAN,SFZ-60000/150,1-Mei-1996,1995,30,,,,,,,,,,,,,
688,UPT SEMARANG,GIS 150KV KALISARI,TRF#1 150/20kV,XIAN,SFZ-60000/150,1-Mei-1996,1995,30,,,,,,,,,,,,,
689,UPT SEMARANG,GIS 150KV KALISARI,TRF#1 150/20kV,XIAN,SFZ-60000/150,1-Mei-1996,1995,30,,,,,,,,,,,,,
690,UPT SEMARANG,GIS 150KV KALISARI,TRF#1 150/20kV,XIAN,SFZ-60000/150,1-Mei-1996,1995,30,,,,,,,,,,,,,
691,UPT SEMARANG,GIS 150KV PUDAKPAYUNG,TRF#1 150/20kV,PAUWELS TRAFO ASIA,ORF.60/275,1-Jan-2000,1997,26,,,,,,,,,,,,,
692,UPT SEMARANG,GIS 150KV PUDAKPAYUNG,TRF#1 150/20kV,PAUWELS TRAFO ASIA,ORF.60/275,1-Jan-2000,1997,26,,,,,,,,,,,,,
693,UPT SEMARANG,GIS 150KV PUDAKPAYUNG,TRF#1 150/20kV,PAUWELS TRAFO ASIA,ORF.60/275,1-Jan-2000,1997,26,,,,,,,,,,,,,
694,UPT SEMARANG,GIS 150KV PUDAKPAYUNG,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,5-Mei-2021,2016,5,,,,,,,,,,,,,
695,UPT SEMARANG,GIS 150KV PUDAKPAYUNG,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,5-Mei-2021,2016,5,,,,,,,,,,,,,
696,UPT SEMARANG,GIS 150KV PUDAKPAYUNG,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,5-Mei-2021,2016,5,,,,,,,,,,,,,
697,UPT SEMARANG,GIS 150KV RANDUGARUT,TRF#2 150/20kV,UNINDO,N-RANGE,7-Mei-2015,2010,11,,,,,,,,,,,,,
698,UPT SEMARANG,GIS 150KV RANDUGARUT,TRF#2 150/20kV,UNINDO,N-RANGE,7-Mei-2015,2010,11,,,,,,,,,,,,,
699,UPT SEMARANG,GIS 150KV RANDUGARUT,TRF#2 150/20kV,UNINDO,N-RANGE,7-Mei-2015,2010,11,,,,,,,,,,,,,
700,UPT SEMARANG,GIS 150KV RANDUGARUT,TRF#1 150/20kV,PAUWELS TRAFO ASIA,ORF.60/275,6-Jan-1999,1996,27,,,,,,,,,,,,,
701,UPT SEMARANG,GIS 150KV RANDUGARUT,TRF#1 150/20kV,PAUWELS TRAFO ASIA,ORF.60/275,6-Jan-1999,1996,27,,,,,,,,,,,,,
702,UPT SEMARANG,GIS 150KV RANDUGARUT,TRF#1 150/20kV,PAUWELS TRAFO ASIA,ORF.60/275,6-Jan-1999,1996,27,,,,,,,,,,,,,
703,UPT SEMARANG,GIS 150KV SIMPANGLIMA,TRF#2 150/20kV,UNINDO,N-RANGE,1-Feb-2012,2010,14,,,,,,,,,,,,,
704,UPT SEMARANG,GIS 150KV SIMPANGLIMA,TRF#2 150/20kV,UNINDO,N-RANGE,1-Feb-2012,2010,14,,,,,,,,,,,,,
705,UPT SEMARANG,GIS 150KV SIMPANGLIMA,TRF#2 150/20kV,UNINDO,N-RANGE,1-Feb-2012,2010,14,,,,,,,,,,,,,
706,UPT SEMARANG,GIS 150KV SIMPANGLIMA,TRF#1 150/20kV,PAUWELS TRAFO ASIA,ORF.60/275,13-Okt-1997,1996,28,,,,,,,,,,,,,
707,UPT SEMARANG,GIS 150KV SIMPANGLIMA,TRF#1 150/20kV,PAUWELS TRAFO ASIA,ORF.60/275,13-Okt-1997,1996,28,,,,,,,,,,,,,
708,UPT SEMARANG,GIS 150KV SIMPANGLIMA,TRF#1 150/20kV,PAUWELS TRAFO ASIA,ORF.60/275,13-Okt-1997,1996,28,,,,,,,,,,,,,
709,UPT SEMARANG,GIS 150kV TAMBAKLOROK III,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,24-Mei-2014,2014,12,,,,,,,,,,,,,
710,UPT SEMARANG,GIS 150kV TAMBAKLOROK III,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,24-Mei-2014,2014,12,,,,,,,,,,,,,
711,UPT SEMARANG,GIS 150kV TAMBAKLOROK III,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,24-Mei-2014,2014,12,,,,,,,,,,,,,
712,UPT SEMARANG,GIS 150kV TAMBAKLOROK III,TRF#2 150/20kV,UNINDO,N/A,12-Sep-2016,2015,9,,,,,,,,,,,,,
713,UPT SEMARANG,GIS 150kV TAMBAKLOROK III,TRF#2 150/20kV,UNINDO,N/A,12-Sep-2016,2015,9,,,,,,,,,,,,,
714,UPT SEMARANG,GIS 150kV TAMBAKLOROK III,TRF#2 150/20kV,UNINDO,N/A,12-Sep-2016,2015,9,,,,,,,,,,,,,
715,UPT SEMARANG,GITET 500KV UNGARAN,IBT#1 500/150kV (HV),ELIN,TEQ-205R55F9K-99,15-Okt-1985,1983,40,H.R,,,,OIP,,,,,GOOD,,,
716,UPT SEMARANG,GITET 500KV UNGARAN,IBT#1 500/150kV (HV),ELIN,TEQ-205R55F9K-99,15-Okt-1985,1983,40,L.R,,,,OIP,,,,,GOOD,,,
717,UPT SEMARANG,GITET 500KV UNGARAN,IBT#1 500/150kV (HV),ELIN,TEQ-205R55F9K-99,15-Okt-1985,1983,40,TV.1,,,,,,,,,,,,
718,UPT SEMARANG,GITET 500KV UNGARAN,IBT#1 500/150kV (HV),ELIN,TEQ-205R55F9K-99,15-Okt-1985,1983,40,TV.2,,,,,,,,,,,,
719,UPT SEMARANG,GITET 500KV UNGARAN,IBT#1 500/150kV (HV),ELIN,TEQ-205R55F9K-99,1-Jan-1993,1992,33,H.S,,,,OIP,,,,,GOOD,,,
720,UPT SEMARANG,GITET 500KV UNGARAN,IBT#1 500/150kV (HV),ELIN,TEQ-205R55F9K-99,1-Jan-1993,1992,33,L.S,,,,OIP,,,,,GOOD,,,
721,UPT SEMARANG,GITET 500KV UNGARAN,IBT#1 500/150kV (HV),ELIN,TEQ-205R55F9K-99,1-Jan-1993,1992,33,TV.1,,,,,,,,,,,,
722,UPT SEMARANG,GITET 500KV UNGARAN,IBT#1 500/150kV (HV),ELIN,TEQ-205R55F9K-99,1-Jan-1993,1992,33,TV.2,,,,,,,,,,,,
723,UPT SEMARANG,GITET 500KV UNGARAN,IBT#1 500/150kV (HV),ELIN,TEQ-205R55F9K-99,15-Okt-1985,1983,40,H.T,,,,OIP,,,,,GOOD,,,
724,UPT SEMARANG,GITET 500KV UNGARAN,IBT#1 500/150kV (HV),ELIN,TEQ-205R55F9K-99,15-Okt-1985,1983,40,L.T,,,,OIP,,,,,GOOD,,,
725,UPT SEMARANG,GITET 500KV UNGARAN,IBT#1 500/150kV (HV),ELIN,TEQ-205R55F9K-99,15-Okt-1985,1983,40,TV.1,,,,,,,,,,,,
726,UPT SEMARANG,GITET 500KV UNGARAN,IBT#1 500/150kV (HV),ELIN,TEQ-205R55F9K-99,15-Okt-1985,1983,40,TV.2,,,,,,,,,,,,
727,UPT SEMARANG,GITET 500KV UNGARAN,IBT#2 500/150kV (HV),ELIN,TEQ-205R55F9K-99,23-Okt-1994,1992,31,H.R,,,,RIP,,,,,,,,
728,UPT SEMARANG,GITET 500KV UNGARAN,IBT#2 500/150kV (HV),ELIN,TEQ-205R55F9K-99,23-Okt-1994,1992,31,L.R,,,,,,,,,,,,
729,UPT SEMARANG,GITET 500KV UNGARAN,IBT#2 500/150kV (HV),ELIN,TEQ-205R55F9K-99,23-Okt-1994,1992,31,TV.1,,,,,,,,,,,,
730,UPT SEMARANG,GITET 500KV UNGARAN,IBT#2 500/150kV (HV),ELIN,TEQ-205R55F9K-99,23-Okt-1994,1992,31,TV.2,,,,,,,,,,,,
731,UPT SEMARANG,GITET 500KV UNGARAN,IBT#2 500/150kV (HV),ELIN,TEQ-205R55F9K-99,23-Okt-1994,1992,31,H.S,,,,RIP,,,,,,,,
732,UPT SEMARANG,GITET 500KV UNGARAN,IBT#2 500/150kV (HV),ELIN,TEQ-205R55F9K-99,23-Okt-1994,1992,31,L.S,,,,,,,,,,,,
733,UPT SEMARANG,GITET 500KV UNGARAN,IBT#2 500/150kV (HV),ELIN,TEQ-205R55F9K-99,23-Okt-1994,1992,31,TV.1,,,,,,,,,,,,
734,UPT SEMARANG,GITET 500KV UNGARAN,IBT#2 500/150kV (HV),ELIN,TEQ-205R55F9K-99,23-Okt-1994,1992,31,TV.2,,,,,,,,,,,,
735,UPT SEMARANG,GITET 500KV UNGARAN,IBT#2 500/150kV (HV),CG PAUWELS,EORF.167/680,11-Okt-2022,2017,3,H.T,,,,OIP,,,,,GOOD,,,
736,UPT SEMARANG,GITET 500KV UNGARAN,IBT#2 500/150kV (HV),CG PAUWELS,EORF.167/680,11-Okt-2022,2017,3,L.T,,,,,,,,,,,,
737,UPT SEMARANG,GITET 500KV UNGARAN,IBT#2 500/150kV (HV),CG PAUWELS,EORF.167/680,11-Okt-2022,2017,3,TV.1,,,,,,,,,,,,
738,UPT SEMARANG,GITET 500KV UNGARAN,IBT#2 500/150kV (HV),CG PAUWELS,EORF.167/680,11-Okt-2022,2017,3,TV.2,,,,,,,,,,,,
739,UPT SEMARANG,GITET 500KV UNGARAN,IBT#3 500/150kV (HV),AREVA,DFSZ-166667/500,8-Jun-2011,2010,15,,,,,,,,,,,,,
740,UPT SEMARANG,GITET 500KV UNGARAN,IBT#3 500/150kV (HV),AREVA,DFSZ-166667/500,8-Jun-2011,2010,15,,,,,,,,,,,,,
741,UPT SEMARANG,GITET 500KV UNGARAN,IBT#3 500/150kV (HV),AREVA,DFSZ-166667/500,8-Jun-2011,2010,15,,,,,,,,,,,,,
742,UPT SEMARANG,GITET 500KV UNGARAN,IBT#3 500/150kV (HV),AREVA,DFSZ-166667/500,8-Jun-2011,2010,15,,,,,,,,,,,,,
743,UPT SEMARANG,GITET 500KV UNGARAN,IBT#3 500/150kV (HV),AREVA,DFSZ-166667/500,8-Jun-2011,2010,15,,,,,,,,,,,,,
744,UPT SEMARANG,GITET 500KV UNGARAN,IBT#3 500/150kV (HV),AREVA,DFSZ-166667/500,8-Jun-2011,2010,15,,,,,,,,,,,,,
745,UPT SEMARANG,GITET 500KV UNGARAN,IBT#3 500/150kV (HV),AREVA,DFSZ-166667/500,8-Jun-2011,2010,15,,,,,,,,,,,,,
746,UPT SEMARANG,GITET 500KV UNGARAN,IBT#3 500/150kV (HV),AREVA,DFSZ-166667/500,8-Jun-2011,2010,15,,,,,,,,,,,,,
747,UPT SEMARANG,GITET 500KV UNGARAN,IBT#3 500/150kV (HV),AREVA,DFSZ-166667/500,8-Jun-2011,2010,15,,,,,,,,,,,,,
748,UPT SEMARANG,GITET 500KV UNGARAN,IBT#3 500/150kV (HV),AREVA,DFSZ-166667/500,8-Jun-2011,2010,15,,,,,,,,,,,,,
749,UPT SEMARANG,GITET 500KV UNGARAN,IBT#3 500/150kV (HV),AREVA,DFSZ-166667/500,8-Jun-2011,2010,15,,,,,,,,,,,,,
750,UPT SEMARANG,GITET 500KV UNGARAN,IBT#3 500/150kV (HV),AREVA,DFSZ-166667/500,8-Jun-2011,2010,15,,,,,,,,,,,,,
751,UPT SALATIGA,GITET 500KV PEDAN,REAKTOR#1,,,,1994,126,,,,,,,,,,,,,
752,UPT SALATIGA,GITET 500KV PEDAN,REAKTOR#2,,,,1994,126,,,,,,,,,,,,,
753,,,,,,,,,,,,,,,,,,,,,
754,,,,,,,,,,,,,,,,,,,,,
755,,,,,,,,,,,,,,,,,,,,,
756,,,,,,,,,,,,,,,,,,,,,
757,,,,,,,,,,,,,,,,,,,,,
758,,,,,,,,,,,,,,,,,,,,,
759,,,,,,,,,,,,,,,,,,,,,
760,,,,,,,,,,,,,,,,,,,,,
761,,,,,,,,,,,,,,,,,,,,,
762,,,,,,,,,,,,,,,,,,,,,
763,,,,,,,,,,,,,,,,,,,,,
764,,,,,,,,,,,,,,,,,,,,,
765,,,,,,,,,,,,,,,,,,,,,
766,,,,,,,,,,,,,,,,,,,,,
767,,,,,,,,,,,,,,,,,,,,,
768,,,,,,,,,,,,,,,,,,,,,
769,,,,,,,,,,,,,,,,,,,,,
770,,,,,,,,,,,,,,,,,,,,,
771,,,,,,,,,,,,,,,,,,,,,
772,,,,,,,,,,,,,,,,,,,,,
773,,,,,,,,,,,,,,,,,,,,,
774,,,,,,,,,,,,,,,,,,,,,
775,,,,,,,,,,,,,,,,,,,,,
776,,,,,,,,,,,,,,,,,,,,,
777,,,,,,,,,,,,,,,,,,,,,
778,,,,,,,,,,,,,,,,,,,,,
779,,,,,,,,,,,,,,,,,,,,,
780,,,,,,,,,,,,,,,,,,,,,
781,,,,,,,,,,,,,,,,,,,,,
782,,,,,,,,,,,,,,,,,,,,,
783,,,,,,,,,,,,,,,,,,,,,
784,,,,,,,,,,,,,,,,,,,,,
785,,,,,,,,,,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,,,,,,
787,,,,,,,,,,,,,,,,,,,,,
788,,,,,,,,,,,,,,,,,,,,,
789,,,,,,,,,,,,,,,,,,,,,
790,,,,,,,,,,,,,,,,,,,,,
791,,,,,,,,,,,,,,,,,,,,,
792,,,,,,,,,,,,,,,,,,,,,
793,,,,,,,,,,,,,,,,,,,,,
794,,,,,,,,,,,,,,,,,,,,,
795,,,,,,,,,,,,,,,,,,,,,
796,,,,,,,,,,,,,,,,,,,,,
797,,,,,,,,,,,,,,,,,,,,,
798,,,,,,,,,,,,,,,,,,,,,
799,,,,,,,,,,,,,,,,,,,,,
800,,,,,,,,,,,,,,,,,,,,,
801,,,,,,,,,,,,,,,,,,,,,
802,,,,,,,,,,,,,,,,,,,,,
803,,,,,,,,,,,,,,,,,,,,,
804,,,,,,,,,,,,,,,,,,,,,
805,,,,,,,,,,,,,,,,,,,,,
806,,,,,,,,,,,,,,,,,,,,,
807,,,,,,,,,,,,,,,,,,,,,
808,,,,,,,,,,,,,,,,,,,,,
809,,,,,,,,,,,,,,,,,,,,,
810,,,,,,,,,,,,,,,,,,,,,
811,,,,,,,,,,,,,,,,,,,,,
812,,,,,,,,,,,,,,,,,,,,,
813,,,,,,,,,,,,,,,,,,,,,
814,,,,,,,,,,,,,,,,,,,,,
815,,,,,,,,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,,,,,,,,
817,,,,,,,,,,,,,,,,,,,,,
818,,,,,,,,,,,,,,,,,,,,,
819,,,,,,,,,,,,,,,,,,,,,
820,,,,,,,,,,,,,,,,,,,,,
821,,,,,,,,,,,,,,,,,,,,,
822,,,,,,,,,,,,,,,,,,,,,
